,0.9,0.8,0.7,0.6,0.5,0.4
0.5,0.7333333333333333,1.0,1.0,1.0,1.0,1.0
0.1,1.0,1.0,1.0,1.0,1.0,1.0
0.05,1.0,1.0,1.0,1.0,1.0,1.0
0.01,1.0,1.0,0.7777777777777777,0.611111111111111,0.611111111111111,0.611111111111111
0.005,0.7777777777777777,0.611111111111111,0.611111111111111,0.611111111111111,0.4166666666666667,0.25
0.001,0.25,0.25,0.25,0.25,0.25,0.25
