,0.9,0.8,0.7,0.6,0.5,0.4
0.5,0.8333333333333334,1.0,1.0,1.0,1.0,1.0
0.1,1.0,1.0,1.0,1.0,1.0,1.0
0.05,1.0,1.0,1.0,1.0,1.0,1.0
0.01,1.0,1.0,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666
0.005,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333
0.001,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
