,0.9,0.8,0.7,0.6,0.5,0.4
0.5,0.8,1.0,1.0,1.0,1.0,1.0
0.1,1.0,1.0,1.0,1.0,1.0,1.0
0.05,1.0,1.0,1.0,1.0,1.0,1.0
0.01,1.0,1.0,0.75,0.5833333333333334,0.5833333333333334,0.5833333333333334
0.005,0.75,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.4166666666666667,0.25
0.001,0.25,0.25,0.25,0.25,0.25,0.25
