,0.9,0.8,0.7,0.6,0.5,0.4
0.5,0.2916879653930664,0.27980780601501465,0.3051187992095947,0.30857396125793457,0.281841516494751,0.27528834342956543
0.1,0.2874627113342285,0.33193349838256836,0.30077052116394043,0.29006075859069824,0.2820308208465576,0.29665589332580566
0.05,0.28089118003845215,0.2803046703338623,0.3009042739868164,0.2873108386993408,0.28176307678222656,0.3160429000854492
0.01,0.27875685691833496,0.28728747367858887,0.3016934394836426,0.31050729751586914,0.2893030643463135,0.2831132411956787
0.005,0.2840280532836914,0.30217480659484863,0.275576114654541,0.2963733673095703,0.2686443328857422,0.2912588119506836
0.001,0.2740206718444824,0.30409955978393555,0.2874722480773926,0.2855801582336426,0.2802879810333252,0.2884066104888916
