,sigmoid,tanh,relu,softmax
sigmoid,0.4140751361846924,0.38025665283203125,0.38379740715026855,0.4328484535217285
tanh,0.3693666458129883,0.3596627712249756,0.3366968631744385,0.30322980880737305
relu,0.29662299156188965,0.2904655933380127,0.3286278247833252,0.33180904388427734
softmax,0.351975679397583,0.37377262115478516,0.29346585273742676,0.3000330924987793
