,sigmoid,tanh,relu,softmax
sigmoid,0.3333333333333333,0.6666666666666666,0.5,0.5
tanh,1.0,1.0,1.0,1.0
relu,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.8333333333333334
softmax,0.3333333333333333,0.5,0.5,0.3333333333333333
