,sigmoid,tanh,relu,softmax
sigmoid,0.2333333333333333,0.5333333333333333,0.26666666666666666,0.31428571428571433
tanh,1.0,1.0,1.0,1.0
relu,0.7777777777777777,0.5833333333333334,0.7777777777777777,0.7777777777777777
softmax,0.2333333333333333,0.31428571428571433,0.31428571428571433,0.2333333333333333
