,sigmoid,tanh,relu,softmax
sigmoid,0.5254604550379198,0.5238353196099675,0.5276273022751896,0.5037919826652221
tanh,0.5227518959913326,0.6115926327193932,0.6143011917659805,0.5314192849404117
relu,0.5227518959913326,0.6023835319609967,0.6072589382448538,0.5341278439869989
softmax,0.5227518959913326,0.52329360780065,0.5249187432286024,0.5227518959913326
