,cross-entropy,hinge-embedding,bce-logit,soft-margin
1,0.3242193492919194,0.32306563989732306,0.483815331801171,0.49205824321042935
6,0.4657116879009668,0.32306563989732306,0.34858728516549176,0.49831995045520044
8,0.36655149564558875,0.32306563989732306,0.3554849478599545,0.49774070644289187
10,0.3707803396933555,0.32306563989732306,0.35523617561303544,0.5010227638000058
12,0.42826381924370244,0.32306563989732306,0.3811608480430377,0.4911584344923773
14,0.3728742431206411,0.32306563989732306,0.36867280215509524,0.4973320862730169
16,0.4179821925020158,0.32306563989732306,0.3570488261303329,0.495296452030972
18,0.5052659789817016,0.32306563989732306,0.3348629362578016,0.49561797985280887
20,0.41605837227466874,0.32306563989732306,0.35498726520216495,0.5022850961138388
22,0.40539802239372097,0.32306563989732306,0.36105953648252437,0.4966685613237337
40,0.5936661040109317,0.32306563989732306,0.32306563989732306,0.4779140892697813
82,0.41232483643854845,0.32306563989732306,0.3253710046203619,0.4973320862730169
0,0.3242193492919194,0.32306563989732306,0.43785090340122734,0.49127175384391253
3,0.3253710046203619,0.32306563989732306,0.44554303089029923,0.491606622474141
4,0.46409505349801394,0.32306563989732306,0.37746220000764863,0.5018956170499238
5,0.3239699059799057,0.32306563989732306,0.3463529085484343,0.5010493065922416
7,0.3262689462200791,0.32306563989732306,0.3306927979271295,0.49722475276350764
9,0.3309507770810446,0.32306563989732306,0.45989757471395293,0.4965655919217777
11,0.3253710046203619,0.32306563989732306,0.38954075228325324,0.49432810566365226
13,0.32281731474688186,0.32306563989732306,0.3262689462200791,0.49025108351772945
15,0.32601710385783644,0.32306563989732306,0.32601710385783644,0.5002442561982846
17,0.40086288464811703,0.32306563989732306,0.33919305305517317,0.501167890942377
19,0.44527182737128784,0.32306563989732306,0.38763686366129524,0.5011003003797287
21,0.3242193492919194,0.32306563989732306,0.35817532521196893,0.4976207858993138
23,0.3289363268310637,0.32306563989732306,0.44276845168905826,0.4987041768880562
24,0.4875382222613493,0.32306563989732306,0.441258977633671,0.49900164776582345
25,0.32306563989732306,0.32306563989732306,0.40583912498575825,0.48923838648609286
26,0.32306563989732306,0.32306563989732306,0.42769298229086555,0.5066707780861343
27,0.4653448478217248,0.32306563989732306,0.41929413199410204,0.499115581427817
28,0.33329532946168894,0.32306563989732306,0.49829454521842426,0.5025524261673641
29,0.32741540862161694,0.32306563989732306,0.46450662440827484,0.49439335401135476
75,0.32461879909405605,0.32306563989732306,0.4097542059825978,0.5103674084665824
200,0.3983708969780877,0.32306563989732306,0.374400417101147,0.49200761032276974
