,sigmoid,tanh,relu,softmax
sigmoid,0.5031340974987208,0.5011844759546676,0.5054042450583123,0.48764533943410987
tanh,0.5,0.6020672457699388,0.6053001476184035,0.5104144489599078
relu,0.5,0.5940987925873213,0.5989102115471703,0.5138449595078602
softmax,0.5,0.5006169390647698,0.5024183540842072,0.5
