,0.9,0.7,0.5,0.3,0.1,0.0
0.1,0.32306563989732306,0.32306563989732306,0.6683674861851526,0.6665141150399846,0.6692925746400561,0.6626100547674119
0.05,0.32306563989732306,0.6299770138909575,0.6339182021452512,0.6113520569287128,0.5838714880247088,0.5794325371094092
0.01,0.693734295657005,0.5951077157567984,0.4970685655055792,0.4477977764096621,0.4211325924607574,0.41689468548585684
0.005,0.6503692104766289,0.47874243666701743,0.4218415953451312,0.4139293123943266,0.4134392978748386,0.4135032093328336
0.001,0.42464346629250727,0.41608072642555405,0.4166908019725759,0.4168705452356017,0.4167542744876174,0.4170283994007128
