,32,35,40,45,50,500
5,378.5136606693268,351.4182357788086,306.1797869205475,272.1602566242218,247.78659343719482,29.07495903968811
10,763.4055604934692,699.907806634903,615.705084323883,548.461832523346,491.3439874649048,58.95439696311951
15,1159.1820476055145,1050.45427942276,916.7670495510101,819.1599576473236,749.1476528644562,89.47178959846497
20,1512.9760999679565,1400.2424142360687,1233.02721118927,1091.8090226650238,985.0663712024689,118.60428953170776
30,2313.0824778079987,2118.267980337143,1847.547429561615,1642.785721540451,1491.7280263900757,176.1003999710083
40,3078.3465876579285,2808.7523181438446,2488.960316181183,2190.062061071396,1981.8514738082886,236.54295945167542
50,3843.0790088176727,3512.8861680030823,3122.2580864429474,2778.0392649173737,2494.7338042259216,295.4976396560669
