,sigmoid,tanh,relu,softmax
sigmoid,0.3554849478599545,0.3468169769281397,0.36035731031797125,0.4215660383812814
tanh,0.3432942013518321,0.5885340065600434,0.5936661040109317,0.3874264345102661
relu,0.3432942013518321,0.5842036136888102,0.5890087044108593,0.40266991752453196
softmax,0.3432942013518321,0.34556728674375736,0.35130510948671134,0.3432942013518321
