,32,35,40,45,50,500
5,0.5853785502977362,0.579033456907943,0.5505894704547022,0.5594351487314086,0.565067083004495,0.5029400039864461
10,0.6257244896096218,0.6181904012588513,0.6266699780761853,0.6210654571683314,0.6014045768912388,0.48094717580970003
15,0.6503712944732445,0.6419040989176736,0.6473708072888212,0.6187678277408901,0.6183076974648265,0.5358001162115049
20,0.6499868041109076,0.6329998442852693,0.6341661272923409,0.6505183113158761,0.6272283013497884,0.5058745929010182
30,0.6938152655698295,0.6441386252906613,0.6596470050893906,0.6508016370935301,0.6652721777151744,0.5480489134667809
40,0.6852975813026543,0.679941642484864,0.6698089588308753,0.6676903526421688,0.667786308381318,0.555952380952381
50,0.6856872534260026,0.6763956519349095,0.6641009325852085,0.6635518528754996,0.6710254429585285,0.5609277077459298
