,32,35,40,45,50,500
5,0.5632771285573976,0.5405227220598354,0.542281792357954,0.5511406609305253,0.5356871901336799,0.5006939829327248
10,0.6053001476184035,0.6015996894720437,0.6043867955044021,0.6137179253439038,0.5759352596260726,0.4944028512112355
15,0.6341216116871431,0.6309151752895026,0.6380220310175083,0.6170025818517582,0.6162374362623726,0.5090588297565767
20,0.636367646280428,0.6044844236118871,0.6280051519410939,0.6506378173648644,0.6235648374139138,0.5015085306969823
30,0.6942117118441714,0.6125034552116354,0.6381425958490411,0.649479806861021,0.6656143219257438,0.5108843577423207
40,0.6732322549152223,0.6713332117883,0.6332300200549305,0.6322431527997506,0.665339669358301,0.511056677233243
50,0.6835249628013386,0.6623008474825475,0.6501608511288985,0.6315526985938024,0.6666711755953256,0.5170043462151465
