,5,10,25,50,100,250,500,1000,2000
1,0.6770591016548464,0.6340538616389257,0.693734295657005,0.32306563989732306,0.676307847082495,0.32306563989732306,0.5677812892955229,0.32306563989732306,0.32306563989732306
2,0.6864290280711745,0.48303414440474157,0.32306563989732306,0.5823357966657661,0.32306563989732306,0.6481486187704897,0.32306563989732306,0.32306563989732306,0.32306563989732306
3,0.6290491118077325,0.6191267495678359,0.3323417318064478,0.32306563989732306,0.32281731474688186,0.32306563989732306,0.32306563989732306,0.32306563989732306,0.32306563989732306
4,0.32306563989732306,0.42969502172126334,0.32306563989732306,0.32306563989732306,0.32306563989732306,0.32306563989732306,0.32306563989732306, 0.32306563989732306, 0.32306563989732306
