,0.9,0.7,0.5,0.3,0.1,0.0
0.1,0.2386240520043337,0.2386240520043337,0.6810120977425552,0.6823540603101119,0.6810582511571118,0.6755403440148438
0.05,0.2386240520043337,0.6706445105042167,0.6631664785185507,0.6543174797458764,0.639441186061789,0.6376921844971173
0.01,0.6938152655698295,0.6291782636100312,0.6117276166456493,0.606026872108668,0.5734459531133977,0.5727117755048519
0.005,0.6508215962441315,0.5950604122245913,0.5726173455154135,0.5559859679538406,0.5414775385315649,0.5369668499439492
0.001,0.5695422535211268,0.5157504653941263,0.5038806254767353,0.4949629167224031,0.49030414370279646,0.48928936605316975
