,5,10,25,50,100,250,500,1000,2000
1,0.6791841645966987,0.6644120104744728,0.6938152655698295,0.2386240520043337,0.6778457565899262,0.2386240520043337,0.6700786207540127,0.2386240520043337,0.2386240520043337
2,0.693205596107056,0.6408850567347972,0.2386240520043337,0.6399315504616364,0.2386240520043337,0.6670203770759509,0.2386240520043337,0.2386240520043337,0.2386240520043337
3,0.6659082961521123,0.6566327433941685,0.585379159847245,0.2386240520043337,0.23848238482384823,0.2386240520043337,0.2386240520043337,0.2386240520043337,0.2386240520043337
4,0.2386240520043337,0.5881579446460407
