,10, 25, 50, 100, 250, 500, 750, 1000, 1500, 2000
1,0.4103,0.4576,0.4586,0.4572,0.4680,0.4566,0.4573,0.4638,0.4595,0.4554
2,0.3898,0.4442,0.4537,0.4621,0.4596,0.4680,0.4666,0.4658,0.4563,0.4610
3,0.3125,0.4220,0.4464,0.4496,0.4619,0.4592,0.4587,0.4613,0.4588,0.4524
4,0.2656,0.4006,0.4332,0.4412,0.4543,0.4627,0.4569,0.4566,0.4647,0.4485
5,0.2290,0.3671,0.4241,0.4374,0.4487,0.4590,0.4575,0.4570,0.4347,0.4191
6,0.1037,0.2740,0.3857,0.4204,0.4290,0.4549,0.4552,0.4444,0.4333,0.4200
