,32,36,40,45,50,55,60,500
3,0.44440014911252784,0.44616198907999216,0.4423563906925616,0.4449643084896501,0.4387065153035447,0.4384711681555936,0.43550994307573127,0.2860167539870343
4,0.44387104398922705,0.44381155377900006,0.44838801776718684,0.4475710398079634,0.44379400472970126,0.4515199536311917,0.44521815336779047,0.31940394600740385
5,0.4578593600018227,0.4495653302681343,0.4499110115597488,0.45428696633907373,0.4501679632932841,0.45211574575421654,0.455438994948128,0.3427257672951919
6,0.4505214672763008,0.44737224848063384,0.44236221374819723,0.4491402247509554,0.4511913595130985,0.4499711885947721,0.45306237375138875,0.36222522587555395
8,0.4535354884474317,0.4544018448379738,0.4524317580490673,0.44928907557952363,0.4536459652806797,0.45378562898236174,0.4524896570764936,0.3936509713013344
10,0.4483518911228173,0.450831744628745,0.4515357059886777,0.4497670385655318,0.4550400349573377,0.45339978843827833,0.4547414254685401,0.4231947923454767
12,0.44445734085080674,0.4480846202164349,0.44686492858041066,0.44827483892627945,0.4481192788677932,0.4538498957924192,0.4454213473223388,0.4258577135800697
14,0.4503690557545208,0.4500689796927767,0.4515651639955026,0.451707329036574,0.4467849266116241,0.4512894630247944,0.4544259323141877,0.4352246652922168
16,0.4429369658040649,0.44589658236901764,0.4506697885974004,0.44883689068852106,0.44903904637012804,0.4503942317492802,0.4528854362734235,0.44195533472119486
18,0.44881439306197074,0.4434141023055096,0.4424302228140714,0.44736582531161917,0.4442775339317261,0.4458245746171844,0.44275067125772366,0.44640872615222593
20,0.44570910367819244,0.4441072885325397,0.4420903437400159,0.44252530234548104,0.4429558415772018,0.44733222291919833,0.4495462586581483,0.4478090977225683
