,counter,binary,tfidf
10000,94.7688980102539,87.53547716140747,86.66554594039917
5000,53.50849914550781,52.1117525100708,54.80934190750122
1000,40.78285312652588,41.77160143852234,43.79407596588135
500,38.56208610534668,38.97292923927307,40.51381039619446
