,32,36,40,45,50,55,60,500
3,21.707425832748413,20.39027738571167,20.835065364837646,19.227803945541382,17.66471552848816,17.372076988220215,17.392540216445923,14.900754928588867
4,28.429405450820923,28.582510709762573,28.144393920898438,25.75135564804077,23.85248374938965,23.348910093307495,23.418941259384155,20.126619815826416
5,36.01707744598389,34.62251853942871,32.81657814979553,32.43654274940491,29.05300211906433,28.50733518600464,29.297882556915283,24.81238865852356
6,42.30843448638916,40.95855951309204,40.463305950164795,38.90760684013367,34.12327551841736,34.11758732795715,34.6968252658844,29.242831230163574
8,57.594465494155884,55.50005912780762,53.895097494125366,52.47132921218872,46.37374806404114,46.2029128074646,46.79866552352905,39.018319845199585
10,72.28365063667297,68.58202266693115,67.87291502952576,65.3089644908905,59.11541438102722,58.607850313186646,57.527430295944214,49.868117809295654
12,86.40920329093933,82.9987256526947,80.35863018035889,80.13352251052856,69.33986330032349,69.21115207672119,69.42434740066528,59.85901117324829
14,100.67130255699158,96.94411873817444,94.52745819091797,90.81722378730774,82.63114833831787,80.90929508209229,81.84977436065674,69.88948035240173
16,114.01671934127808,111.107182264328,107.88258624076843,105.15134596824646,94.25275111198425,92.50995993614197,90.3222405910492,65.95807838439941
18,129.5388560295105,123.1329972743988,121.55369067192078,118.06186413764954,108.01699495315552,106.48062324523926,104.01715469360352,85.15413355827332
20,144.4375970363617,136.30973625183105,132.19026064872742,131.997704744339,117.00927519798279,116.40271234512329,116.79440641403198,100.31400871276855
