,counter,binary,tfidf
10000,0.3650590865538167,0.3755988502076014,0.37602469924411797
5000,0.36958373256680505,0.37783455764931334,0.37442776535718086
1000,0.3669221760885766,0.3751197700415203,0.3755988502076014
500,0.35691472373043753,0.3684658788459491,0.36527201107207496
