,sigmoid,tanh,relu,softmax
sigmoid,0.14448136922551333,0.29860732629781406,0.3952190793883717,0.14039868946686473
tanh,0.2964485465495661,0.3302393397457867,0.4054367312738688,0.26258312637982434
relu,0.2521749617268262,0.3291983299539204,0.3890202318614913,0.2494904844746683
softmax,0.031957322185674375,0.1282178331911746,0.22218248660881942,0.03608043427451196
