,counter,binary,tfidf
10000,0.29188962819470693,0.30498403522946027,0.3109121893439112
5000,0.28677584911435444,0.305286363679547,0.315750867099437
1000,0.28633984243677935,0.3182481845632207,0.30743267418336645
500,0.28224994908023915,0.2902526241291584,0.2938057735029648
