,32,36,40,45,50,55,60,500
3,0.46965647912187797,0.4704741889604298,0.47015139261009375,0.4747315610067247,0.4653926073905332,0.4739160313495002,0.47172344142451356,0.3756478958945976
4,0.4527444690369623,0.46165099580304797,0.45618502847092585,0.4608742893652549,0.4631242224246576,0.46404191172434917,0.45975560161329854,0.375177347387767
5,0.4722532307348584,0.4583121479108246,0.453515767024697,0.461656678252667,0.4565413950112844,0.463833581140417,0.4686469137420066,0.4282075637471855
6,0.46879486026545614,0.46822076463975454,0.46090728730154124,0.47365740343229845,0.47511282082081296,0.4740392143940471,0.4730466258043314,0.42547072423779586
8,0.46670198485955855,0.4663817056914164,0.46132695321885253,0.4661238603028499,0.46590297878012443,0.4639833869823843,0.46398180515089854,0.44598569647823405
10,0.4567913066780365,0.4575376715771375,0.46950080438910574,0.4636505846887301,0.46261773710052684,0.4640683676173074,0.4663849035258688,0.4618953755117926
12,0.45321450157860144,0.4597696547400549,0.4541927713203299,0.4571006780432783,0.45151196070817823,0.46179738346392707,0.4518164038685396,0.4647671125671066
14,0.46300543945040235,0.4620414870874531,0.4642989601131897,0.46464964185580593,0.462941504289735,0.46283235320723365,0.4645637462261873,0.4662369626057493
16,0.4509828529718374,0.4556680778857567,0.4566763516724337,0.4577711868037822,0.45313057598124173,0.456767653306961,0.46059273539521495,0.4726153273885136
18,0.46123166985145136,0.4521085137468437,0.4551352364702397,0.4628373830965611,0.4569116613113141,0.4565973405565624,0.4567082088815001,0.47745452836237845
20,0.455762217745462,0.4511759976004302,0.4443745266652006,0.45273569046366724,0.4528479168940095,0.4585159037983904,0.45911661999687237,0.4666951460031491
