,32,36,40,45,50,55,60,500
3,0.5381271348090316,0.5415428292596371,0.5375504591225657,0.5395022845229118,0.537106862440669,0.5396797231956705,0.5350663177039435,0.4268730869893093
4,0.5379053364680833,0.5381271348090316,0.5374173801179967,0.5382602138136007,0.5397684425320498,0.5400346005411879,0.5413653905868784,0.45481967794880895
5,0.5400789602093776,0.5341347646719603,0.5343565630129087,0.5381714944772213,0.5329814132990285,0.536530186754203,0.542385662955241,0.47451537062502774
6,0.5428736193053276,0.5371955817770483,0.5354655547176507,0.53834893314998,0.5422082242824824,0.5421638646142927,0.5424300226234308,0.4876014727409839
8,0.5367076254269618,0.5410992325777403,0.537239941445238,0.5340016856673913,0.5384376524863594,0.5397684425320498,0.5393692055183428,0.5075189637581511
10,0.5283680078073016,0.5308521492259238,0.5336468083218737,0.5341791243401499,0.536397107749634,0.540300758550326,0.5370625027724792,0.5264161824069556
12,0.5281018497981635,0.5307634298895444,0.5300093155303198,0.5306747105531651,0.5313844652442,0.535288116044892,0.5344896420174777,0.5316062635851484
14,0.5275251741116976,0.5308521492259238,0.5271702967661802,0.5297431575211817,0.5276582531162667,0.5316949829215277,0.5333806503127356,0.5367963447633411
16,0.5210930222241937,0.5219802155879874,0.5269041387570421,0.5273920951071286,0.526637980747904,0.5358204320631682,0.5314731845805793,0.5398571618684292
18,0.5307190702213548,0.5233553653018675,0.5218471365834183,0.5289446834937674,0.5230004879563501,0.5285454464800603,0.5262387437341969,0.5436277336645522
20,0.5267267000842834,0.5232666459654882,0.5251741116976445,0.5241981989974716,0.5246417956793683,0.5302754735394579,0.5315619039169587,0.5453577607239498
