,sigmoid,tanh,relu,softmax
sigmoid,0.3214301557024353,0.43295036153129574,0.4905735705096926,0.348533912966331
tanh,0.4341037129042275,0.4529122122166526,0.49882446879297343,0.4435523222286297
relu,0.38867941267799316,0.4490085614159606,0.48329858492658473,0.4340149935678481
softmax,0.2517854766446347,0.33340726611364946,0.37217761611143146,0.26833163287938605
