,counter,binary,tfidf
10000,0.2632699816161075,0.2709342577172882,0.26424610365984924
5000,0.2618058124962958,0.2731786970006519,0.26786927968168167
1000,0.24870832002040003,0.25579355603006604,0.24967209745697572
500,0.23624389154428518,0.24643574837018814,0.23374953018909275
