,32,36,40,45,50,55,60,500
3,0.43714167433821816,0.4381113341277204,0.4346831442301786,0.4328321978436163,0.4297918029589315,0.43345195900881306,0.42691767986080836,0.27553263429161523
4,0.4465583103099139,0.4416297163968378,0.4513856940687197,0.446764618438641,0.4439484545551336,0.4510350580056565,0.44267227920495095,0.31295641241771416
5,0.4552394319388203,0.4477825336443625,0.45378506047334816,0.45163954727822697,0.4471874086422279,0.4463888309026868,0.45133036915853764,0.336451497062821
6,0.4449343203673043,0.4378609252414952,0.4350306193397036,0.43766920426445655,0.4390098206795531,0.4376674033713847,0.44128047076216215,0.3538593521486831
8,0.448451452696466,0.45040795303034786,0.45038517766129516,0.4432580904115936,0.4483760033954313,0.4520348854672912,0.4504138567586072,0.38058542576315274
10,0.44342946314425935,0.44637769052801507,0.4405488651470417,0.44190225922026266,0.45137995955327226,0.447713341794965,0.4494607979828616,0.4087431180140392
12,0.44447889949293795,0.4443915744882516,0.4467857000070766,0.44510977014506237,0.450882656049879,0.4512032856368341,0.4482993781473567,0.4125920302808666
14,0.4418866681261626,0.44287551118339213,0.4427708903124511,0.44557483194783787,0.4366055562286878,0.4459430647421362,0.4478777867146199,0.42297009581844625
16,0.43880872457318737,0.4406320749186537,0.446901224115578,0.44358329498135085,0.44770050248848337,0.44702596887446255,0.4499016036451284,0.42733054448872626
18,0.4420030318296426,0.437819247058834,0.4344169261055753,0.43846811208418596,0.4368834748079662,0.4387633927861215,0.43560934728818423,0.43163249599381776
20,0.44099026047677414,0.4402486422736386,0.4426582136307678,0.43899775682216646,0.43730519504829674,0.4410523472345765,0.4435688069863007,0.4395553179305396
