,counter,binary,tfidf
10000,0.2621789126368557,0.27423078603460554,0.26896721456593803
5000,0.2590561870117319,0.2712687755557428,0.2704001875979902
1000,0.24486440080718444,0.25468553352668255,0.25361697257258964
500,0.2277461796728836,0.239012009599307,0.2362001794450423
