,10, 25, 50, 100, 250, 500, 750, 1000, 1500, 2000
1,0.5031,0.5401,0.5399,0.5379,0.5472,0.5413,0.5426,0.5436,0.5365,0.5356
2,0.4924,0.5288,0.5383,0.5401,0.5384,0.5401,0.5484,0.5407,0.5341,0.5416
3,0.4324,0.5134,0.5351,0.5362,0.5385,0.5368,0.5421,0.5384,0.5266,0.5391
4,0.4125,0.4990,0.5283,0.5336,0.5389,0.5330,0.5323,0.5187,0.5341,0.5332
5,0.3767,0.4759,0.5142,0.5340,0.5336,0.5462,0.5356,0.5344,0.5236,0.5115
6,0.3113,0.4203,0.4863,0.5140,0.5229,0.5356,0.5301,0.5298,0.5213,0.5103
