,sigmoid,tanh,relu,softmax
sigmoid,0.32470077636839323,0.4137276369473639,0.41647905317474204,0.14593165828736937
tanh,0.41347655193691696,0.4096043911695809,0.41797032408923906,0.2827572329232607
relu,0.43331133760113616,0.41018218720611505,0.42702391404143647,0.2514506493671413
softmax,0.02086908943082624,0.14334243161205182,0.25837255146507154,0.02359099450934559
