,5,10,30,50,100
10,0.6712369607529208,0.7826425821197223,0.8019482724007089,0.8029208737151659,0.8068401993980436
32,0.5387469829984654,0.6321533938020674,0.8060953467084828,0.7975227905340383,0.8074680638719622
36,0.44523770817684793,0.56921527864153,0.8025942221094096,0.8070851533511813,0.8036179446670051
40,0.40281875711911913,0.3729707697136941,0.7928537680132295,0.8068885589928219,0.8074074074074074
44,0.5106715035412832,0.429569842158329,0.7936077400838979,0.7970736926260346,0.7960230585491544
48,0.5301270244531614,0.4371377877889208,0.7941456463277354,0.8092366082332825,0.8096647264363359
200,0.42137231293369437,0.4042066230937795,0.5247342675346648,0.5126812087756201,0.5060208723575059
