,5,10,20,30,40,58
10,0.7616656766627654,0.7762734292754936,0.7967553357289467,0.8080096216616774,0.7842536448806996,0.7961683908417778
20,0.6888709838678374,0.7816547376097581,0.7673145801109196,0.8114148430010645,0.7684649450400804,0.8043609181747073
32,0.618173531020449,0.762382596319538,0.7792593202495985,0.8086506736927538,0.7741150247304935,0.8070745090658873
40,0.5786906071174419,0.7472831744426082,0.7660565890150736,0.7334546823263719,0.7026883016826145,0.8073962113236842
50,0.5604306222909671,0.7031141013803203,0.7871060323584245,0.7932260208312504,0.8105508930619351,0.8068745478818817
200,0.5398875512400534,0.5305805343668581,0.5582933901066264,0.5986826086700817,0.70155205166056,0.771914863585304
