,5,10,20,30,40,58
10,0.766522210184182,0.7806067172264355,0.7990249187432286,0.8076923076923077,0.7789815817984832,0.7936078006500542
20,0.676056338028169,0.7838569880823402,0.7735644637053087,0.8109425785482124,0.7605633802816901,0.8011917659804983
32,0.6105092091007583,0.7659804983748646,0.7833152762730228,0.8087757313109426,0.766522210184182,0.804442036836403
40,0.5747562296858072,0.7497291440953413,0.7719393282773565,0.7231852654387866,0.6901408450704225,0.8039003250270856
50,0.557421451787649,0.7074756229685807,0.7908992416034669,0.7963163596966414,0.8104008667388949,0.8066088840736728
200,0.5498374864572048,0.5449620801733478,0.5693391115926327,0.6121343445287107,0.6901408450704225,0.7681473456121344
