,5,10,30,50,100
10,210.27712202072144,419.92527532577515,1238.6996850967407,2044.596241235733,4101.534534692764
32,101.51166868209839,202.7539553642273,605.7800848484039,1011.2797000408173,2025.8218052387238
36,95.43994235992432,190.82054543495178,573.9486787319183,959.1371631622314,1905.0360658168793
40,90.29137063026428,182.857843875885,544.7651455402374,908.6413791179657,1813.5713109970093
44,87.25504040718079,173.94516682624817,522.6212599277496,869.9945449829102,1735.5376513004303
48,83.90981459617615,167.0752444267273,501.5454978942871,839.0209639072418,1675.7872684001923
200,52.816500186920166,105.68481612205505,315.7481496334076,528.6675524711609,1054.5358743667603
