,5,10,25,50,100,250,500
1,0.7307452082830981,0.7079337540359812,0.7721148247693095,0.7790470085218753,0.7730658166355943,0.7970541012626962,0.7630224721083554
2,0.76687231302159,0.8004593226020831,0.8089964889168573,0.8059635482523981,0.8041621332329607,0.8014703028235696,0.7868684314221357
3,0.772257150082631,0.7912305258391018,0.7650191433427629,0.810872595319732,0.7971011509530503,0.7934236295307382,0.8029776572782931
4,0.7644127904583228,0.8001629095528515,0.7979386354413556,0.8101074497303464,0.7844271406138807,0.7430575241276693,0.7909893961760364
