,5,10,25,50,100,250,500
1,206.57722568511963,217.5612108707428,247.97117137908936,301.0357711315155,403.5215744972229,871.5743336677551,2076.3770201206207
2,373.4554543495178,399.0612368583679,442.257488489151,540.1710233688354,733.0046145915985,1702.4769806861877,4488.4347422122955
3,457.12065863609314,484.18923830986023,539.521906375885,667.4523048400879,939.5631744861603,2318.2017662525177,6586.347093105316
4,599.6431732177734,640.3062651157379,718.6946077346802,872.6273329257965,1255.203821182251,3096.4112179279327,8989.24508190155
