,1,2,3,4,5
0.01,591.398877620697,577.5324847698212,577.0437171459198,576.42502784729,574.9234127998352
0.05,575.0442540645599,574.8498833179474,576.0438923835754,576.0846326351166,575.8193049430847
0.1,575.1313049793243,574.90642786026,574.4893171787262,573.5428764820099,575.1141018867493
0.5,575.1288216114044,596.9684674739838,611.001326084137,611.6234984397888,611.1488027572632
