,5,10,30,50,100
10,0.680931744312026,0.7865655471289275,0.8022751895991332,0.8033586132177681,0.8071505958829902
32,0.5417118093174431,0.6321776814734561,0.8066088840736728,0.7990249187432286,0.8076923076923077
36,0.5303358613217768,0.5731310942578548,0.8028169014084507,0.8071505958829902,0.8039003250270856
40,0.5238353196099675,0.5287107258938245,0.7941495124593716,0.8071505958829902,0.8076923076923077
44,0.5178764897074756,0.5260021668472372,0.7936078006500542,0.7973997833152763,0.7963163596966414
48,0.5411700975081257,0.5330444203683641,0.7941495124593716,0.80931744312026,0.8098591549295775
200,0.5325027085590466,0.5314192849404117,0.5487540628385699,0.5433369447453954,0.5390032502708559
